排名,影院名称,票房,场次,省份,人次,城市,票价
745,淮南横店电影城东方店,9951.01,40,安徽省,392,淮南市,25
746,乐山万达广场店,9934.68,53,四川省,302,乐山市,33
747,金逸影城银川宁阳店,9932.46,42,宁夏,295,银川市,34
748,乌海万达广场店,9906.73,45,内蒙古,301,乌海市,33
749,CGV影城 成都温江店,9895.08,43,四川省,245,成都市,40
750,海口中视国际影城IMAX（国兴店）,9879.35,31,海南省,292,海口市,34
751,杭州新华影都,9877.42,30,浙江省,313,杭州市,32
752,CGV影城 广州永旺店,9870.86,32,广东省,221,广州市,45
753,深圳市宝能影城（西丽宝能环球汇店）,9845.79,42,广东省,213,深圳市,46
754,幸福蓝海国际影城上海香溢IMAX店,9842.96,34,上海市,183,上海市,54
755,吕梁市离石区宏泰影院,9841.18,31,山西省,250,吕梁市,39
756,北京市观华国际影城（林奥City Park店）,9839.94,42,北京市,222,北京市,44
757,宁波影都亚细亚IMAX店,9830.78,40,浙江省,274,宁波市,36
758,CGV影城 上海青浦天空万科广场店,9826.91,37,上海市,140,上海市,70
759,沈阳市保利国际影城K11店,9826.47,38,辽宁省,222,沈阳市,44
760,深圳华夏星光国际影城,9806.88,42,广东省,279,深圳市,35
761,杭州市金街汇和时代影城,9796.39,34,浙江省,273,杭州市,36
762,幸福蓝海国际影城大冶店,9795.02,27,湖北省,348,黄石市,28
763,眉山万达广场店,9791.29,47,四川省,374,眉山市,26
764,CGV影城 大连安盛店,9791.04,34,辽宁省,268,大连市,37
765,义乌星轶影城（吾悦广场STARX店）,9780.95,37,浙江省,280,金华市,35
766,北京博纳晶品国际影城万寿路,9773.51,36,北京市,186,北京市,53
767,大地影院清远顺盈时代广场,9769.01,31,广东省,315,清远市,31
768,丽水万地国际影院,9766.18,36,浙江省,311,丽水市,31
769,海上明珠国际影城杭州西湖店,9764.55,40,浙江省,264,杭州市,37
770,北京市中影国际影城（北京奥运店）,9758.93,36,北京市,186,北京市,52
771,昭通星轶影城（吾悦广场店）,9755.49,30,云南省,264,昭通市,37
772,长春万达影城欧亚新生活广场店,9753.91,31,吉林省,433,长春市,23
773,广州星汇电影院,9748.18,53,广东省,314,广州市,31
774,重庆永川万达广场店,9745.45,56,重庆市,303,重庆市,32
775,CGV影城 上海莘庄店,9743.67,36,上海市,199,上海市,49
776,吴忠万达广场店,9736.79,50,宁夏,272,吴忠市,36
777,天津百丽宫影城陆家嘴店,9709.45,42,天津市,270,天津市,36
778,邢台万达广场店,9689.54,51,河北省,339,邢台市,29
779,泉州沃美影城,9686.53,31,福建省,315,泉州市,31
780,万象影城西安万象天地HALO巨幕店,9684.46,28,陕西省,245,西安市,40
781,济南鲁信影城和谐广场店,9680.59,43,山东省,333,济南市,29
782,唐阁影城-北京亦庄店,9669.07,42,北京市,236,北京市,41
783,幸福蓝海国际影城苏州绿宝店,9668.27,54,江苏省,252,苏州市,38
784,广州市花都区麦希国际影城,9667.0,45,广东省,320,广州市,30
785,晋中市幸福蓝海榆次影城,9665.52,46,山西省,417,晋中市,23
786,哈尔滨万达影城乐松广场店,9654.16,43,黑龙江,348,哈尔滨市,28
787,北京保利国际影城东坝店,9652.65,38,北京市,226,北京市,43
788,昆明万达影城新迎新城店,9642.58,50,云南省,287,昆明市,34
789,上海市中影国线影城,9635.24,40,上海市,247,上海市,39
790,佛山百老汇影城寰宇店,9629.02,25,广东省,270,佛山市,36
791,上海比高电影城（古北店）,9616.02,50,上海市,228,上海市,42
792,嘉兴万达广场店,9594.31,32,浙江省,310,嘉兴市,31
793,北京保利国际影城大兴金星店,9586.05,41,北京市,228,北京市,42
794,重庆英嘉国际影城（观音桥CINITY店）,9576.26,78,重庆市,347,重庆市,28
795,北京万达影城望京保利光魔店,9573.88,31,北京市,198,北京市,48
796,常熟万达广场店,9571.59,55,江苏省,274,苏州市,35
797,中影国际影城天津津南店,9563.99,46,天津市,303,天津市,32
798,银川沃美影城金凤店,9559.48,56,宁夏,210,银川市,46
799,长春宽城万达广场店,9557.35,56,吉林省,316,长春市,30
800,成都万达影城简阳旭海广场店,9541.63,35,四川省,277,成都市,34
801,苏州万达影城奥体中心店,9536.32,38,江苏省,249,苏州市,38
802,南昌万达影城王府井店,9533.02,43,江西省,376,南昌市,25
803,至潮影城（天津印象城店）,9531.52,23,天津市,429,天津市,22
804,中影国际影城天津西青永旺店,9526.02,41,天津市,299,天津市,32
805,大地影院西安雁塔金莎国际,9523.04,38,陕西省,310,西安市,31
806,郑州市奥斯卡影城龙子湖博雅广场店,9519.98,34,河南省,296,郑州市,32
807,SFC上影影城（金桥太茂店）,9518.93,33,上海市,163,上海市,58
808,上海保利世博店,9513.45,56,上海市,207,上海市,46
809,沈阳万达影城太原街悦荟广场店,9509.19,34,辽宁省,319,沈阳市,30
810,西亚影城商城店,9505.99,18,河南省,329,信阳市,29
811,昆明横店电影城大悦城店,9499.97,61,云南省,296,昆明市,32
812,周口开元万达广场店,9496.06,43,河南省,349,周口市,27
813,昆明万达影城正义坊店,9492.62,46,云南省,325,昆明市,29
814,荆门万达广场店,9490.44,56,湖北省,330,荆门市,29
815,CGV影城 南京华采天地店,9488.09,36,江苏省,183,南京市,52
816,UME影城（芜湖镜湖店）,9486.93,37,安徽省,330,芜湖市,29
817,上海百丽宫影城北外滩来福士店,9479.03,21,上海市,135,上海市,70
818,SFC上影影城（百联川沙店）,9477.98,36,上海市,176,上海市,54
819,镇江苏宁影城中山东路店,9471.74,44,江苏省,358,镇江市,26
820,滨州万达广场店,9467.22,68,山东省,313,滨州市,30
821,保利国际影城北京天安门店,9465.32,49,北京市,223,北京市,42
822,万象影城临沂万象汇LUXE店,9464.01,36,山东省,288,临沂市,33
823,西安奥斯卡阳光国际影城,9449.5,40,陕西省,190,西安市,50
824,昆明星轶影院,9444.47,34,云南省,262,昆明市,36
825,阳江市保利影城,9439.06,44,广东省,323,阳江市,29
826,沈阳铁西万达广场店,9432.52,33,辽宁省,304,沈阳市,31
827,宿迁万达广场店,9429.05,55,江苏省,259,宿迁市,36
828,宁波影都（鄞州印象城店）,9381.96,29,浙江省,229,宁波市,41
829,武汉市新璇宫影城（江汉路店）,9373.04,65,湖北省,383,武汉市,24
830,中影国际影城合肥正大广场店,9356.27,42,安徽省,328,合肥市,29
831,石河子万达广场店,9354.83,48,新疆,273,新疆直辖县级市,34
832,幸福蓝海国际影城南通圆融店,9351.87,36,江苏省,224,南通市,42
833,成都苏宁影城春熙路店,9351.53,110,四川省,276,成都市,34
834,天津市星轶STARX影城（津南吾悦广场旗舰店）,9346.6,42,天津市,254,天津市,37
835,华夏影城开平东汇城店,9346.19,39,广东省,318,江门市,29
836,博纳国际影城苏州吴中龙湖店,9343.08,41,江苏省,238,苏州市,39
837,CGV影城 上海复地活力城店,9334.46,35,上海市,167,上海市,56
838,中影国际影城北京小西天店,9332.96,18,北京市,262,北京市,36
839,太原奥斯卡国际影城,9325.11,46,山西省,303,太原市,31
840,UME影城（南京玄武门店）,9297.99,45,江苏省,312,南京市,30
841,娄底左岸国际电影城,9295.07,31,湖南省,295,娄底市,32
842,长春万达影城栖乐荟广场店,9293.76,43,吉林省,326,长春市,29
843,无锡百美汇影城恒隆广场店,9292.69,38,江苏省,210,无锡市,44
844,宁海县万象国际影城,9286.1,39,浙江省,353,宁波市,26
845,深圳龙岗万达广场店,9283.5,43,广东省,229,深圳市,41
846,西安市M3电影城堡,9261.16,46,陕西省,281,西安市,33
847,成都崇州万达广场店,9256.53,41,四川省,257,成都市,36
848,朔州万达广场店,9247.34,36,山西省,254,朔州市,36
849,杭州金象时代影城,9243.08,38,浙江省,258,杭州市,36
850,无锡海岸影城,9240.07,39,江苏省,277,无锡市,33
851,武汉洪山天河国际影城,9237.11,49,湖北省,446,武汉市,21
852,北京市ACE影城后沙店,9236.28,61,北京市,192,北京市,48
853,金逸影城秦皇岛海港店,9225.02,32,河北省,263,秦皇岛市,35
854,中影国际影城中山完美金鹰广场店,9210.2,45,广东省,247,中山市,37
855,西安喜满客影城汉神广场店,9210.01,62,陕西省,241,西安市,38
856,贵阳横店电影城,9205.48,36,贵州省,302,贵阳市,30
857,蕲春县大中华电影城,9194.98,34,湖北省,277,黄冈市,33
858,CGV影城 昆明呈贡店,9193.01,33,云南省,246,昆明市,37
859,大连百丽宫影城恒隆广场店,9189.33,46,辽宁省,230,大连市,40
860,淄博沃美影城,9181.6,39,山东省,288,淄博市,32
861,CGV影城 武汉永旺金桥店,9179.8,34,湖北省,223,武汉市,41
862,中都影城衡水怡然城店,9174.21,41,河北省,297,衡水市,31
863,邓州奥斯卡影城,9169.98,25,河南省,291,南阳市,32
864,武商十堰国际电影城,9140.01,47,湖北省,329,十堰市,28
865,金逸影城天津大港IMAX店,9139.83,36,天津市,233,天津市,39
866,湛江万达影城华都汇广场店,9138.36,44,广东省,294,湛江市,31
867,海口市恒视巨幕影城,9133.45,48,海南省,282,海口市,32
868,贵阳沃美影城,9123.53,49,贵州省,215,贵阳市,42
869,天津大吉利影城白堤路店,9107.68,40,天津市,323,天津市,28
870,马鞍山万达广场店,9099.2,49,安徽省,326,马鞍山市,28
871,杭州市新天地寰耀影城,9097.45,37,浙江省,211,杭州市,43
872,公主岭市吉视影城,9089.05,26,吉林省,359,四平市,25
873,金逸影城杭州影视中心IMAX店,9078.76,54,浙江省,202,杭州市,45
874,北京横店影视电影城,9063.99,36,北京市,249,北京市,36
875,合肥瑶海万达广场店,9051.26,50,安徽省,305,合肥市,30
876,东影时代影城吉安店,9025.0,24,江西省,275,吉安市,33
877,UME影城（南通中南CBD店）,9023.99,48,江苏省,234,南通市,39
878,乌鲁木齐高新区万达广场店,9015.65,50,新疆,242,乌鲁木齐市,37
879,华谊兄弟合肥影院（滨湖店）,9003.67,36,安徽省,341,合肥市,26
880,金逸影城吉安天虹店,9003.4,27,江西省,282,吉安市,32
881,卢米埃洛阳王府井影城,8996.82,28,河南省,335,洛阳市,27
882,随州万达广场店,8990.81,44,湖北省,274,随州市,33
883,文昌市中视国际影城耀龄店,8975.57,34,海南省,259,海南省直辖县级市,35
884,岳阳万达影城步步高广场店,8959.95,34,湖南省,265,岳阳市,34
885,CGV影城 西安万象城店,8959.41,39,陕西省,230,西安市,39
886,CGV影城 武汉凯德西城店,8958.85,42,湖北省,230,武汉市,39
887,CGV影城 广州北京路店,8951.11,40,广东省,210,广州市,43
888,东莞寰时影城汇一城店,8949.14,40,广东省,284,东莞市,32
889,中影国际影城合肥中环店,8939.2,38,安徽省,273,合肥市,33
890,华联国际影城（双流店）,8937.97,51,四川省,328,成都市,27
891,泌阳县奥斯卡泰联国际影城,8926.97,38,河南省,283,驻马店市,32
892,广州市脉铂影城太和店,8926.69,47,广东省,322,广州市,28
893,德阳太平洋影城洋洋店,8912.02,35,四川省,343,德阳市,26
894,广州万达影城番禺奥园广场店,8910.35,40,广东省,272,广州市,33
895,橙天嘉禾影城杭州来福士店,8906.02,42,浙江省,230,杭州市,39
896,广州耀莱成龙影城（增城新塘店）,8906.0,35,广东省,296,广州市,30
897,保定华隶影城（华创店）,8905.05,43,河北省,349,保定市,26
898,嘉善县中影星美CGS影城,8902.53,53,浙江省,316,嘉兴市,28
899,广州市博纳院线影城·雅乐城店,8892.24,41,广东省,312,广州市,29
900,完美世界影城（长春中东店）,8892.03,49,吉林省,325,长春市,27
901,长春市合心镇吉影影城,8885.0,42,吉林省,292,长春市,30
902,哈尔滨金安高宝影城,8884.44,22,黑龙江,329,哈尔滨市,27
903,本溪万达广场店,8883.06,37,辽宁省,300,本溪市,30
904,CGV影城 武汉金银潭店,8876.45,37,湖北省,214,武汉市,41
905,郑州市好莱坞影城（新田360新都会店）,8873.62,49,河南省,192,郑州市,46
906,常州星轶影城（金坛吾悦广场IMAX店）,8872.79,28,江苏省,249,常州市,36
907,万象影城东莞松山湖万象汇杜比巨幕店,8872.31,26,广东省,199,东莞市,45
908,郑州市金汇影城,8860.41,79,河南省,332,郑州市,27
909,CGV影城 武汉奥山店,8854.66,47,湖北省,262,武汉市,34
910,卢米埃长沙王府井影城,8852.41,28,湖南省,252,长沙市,35
911,邳州新华角川国际影城新苏店,8840.09,31,江苏省,332,徐州市,27
912,完美世界影城（沧州华北店）,8831.8,35,河北省,308,沧州市,29
913,伊金霍洛旗中环时代影城,8824.5,47,内蒙古,159,鄂尔多斯市,56
914,CGV影城 长沙梅溪湖店,8820.33,36,湖南省,190,长沙市,46
915,红星太平洋影城福州仓山店,8803.18,34,福建省,274,福州市,32
916,郑州市奥斯卡光合VIP国际影城,8800.82,54,河南省,384,郑州市,23
917,青岛西海岸电影城家佳源店,8794.96,55,山东省,322,青岛市,27
918,橙天嘉禾影城武汉M+购物广场店,8790.01,39,湖北省,406,武汉市,22
919,忻州市横店电影城开来欣悦店,8790.0,36,山西省,372,忻州市,24
920,济南万达影城融创茂店,8785.83,47,山东省,260,济南市,34
921,南阳耀莱成龙影城（孔明南路店）,8784.85,39,河南省,349,南阳市,25
922,武汉城市广场摩尔国际影城,8777.0,45,湖北省,294,武汉市,30
923,营口万达广场店,8773.37,48,辽宁省,283,营口市,31
924,北京剧院,8772.99,19,北京市,183,北京市,48
925,鹤壁银兴国际影城,8755.13,146,河南省,378,鹤壁市,23
926,广州市DY影城永旺梦乐城店,8747.81,48,广东省,247,广州市,35
927,大地影院秦皇岛世纪港湾,8745.85,45,河北省,288,秦皇岛市,30
928,中影国际影城长沙雨花凯德广场店,8745.02,34,湖南省,245,长沙市,36
929,CGV影城 南通万象城店,8742.75,39,江苏省,215,南通市,41
930,深圳市中影星美国际影城云城店,8739.02,38,广东省,229,深圳市,38
931,东莞长安万达广场店,8727.35,51,广东省,241,东莞市,36
932,南京江宁万达广场店,8719.42,61,江苏省,272,南京市,32
933,赣州市嘉莱国际影城,8709.96,36,江西省,293,赣州市,30
934,卢米埃上海紫荆影城,8706.01,22,上海市,288,上海市,30
935,亳州万达广场店,8688.72,56,安徽省,303,亳州市,29
936,保定金棕榈先天下国际影城,8669.01,57,河北省,368,保定市,24
937,天津保利万和影城恒隆广场店,8668.96,40,天津市,264,天津市,33
938,武汉市沃美影城（白沙洲店）,8664.94,42,湖北省,281,武汉市,31
939,北京嘉华美映影院,8662.04,46,北京市,239,北京市,36
940,长春万达影城繁荣路力旺中心店,8652.13,34,吉林省,305,长春市,28
941,CGV影城 哈尔滨学府店,8649.89,34,黑龙江,284,哈尔滨市,30
942,巨幕影城（武汉绿地中心缤纷城店）,8646.54,43,湖北省,295,武汉市,29
943,南昌市丁丁影城（红谷滩店）,8642.6,54,江西省,285,南昌市,30
944,CGV影城 泸州万象汇店,8637.55,31,四川省,212,泸州市,41
945,晟嘉国际影城杭州黄龙万科店,8632.96,79,浙江省,254,杭州市,34
946,金逸影城长沙大悦城店,8632.73,43,湖南省,212,长沙市,41
947,金逸影城湘潭步步高IMAX店,8630.9,26,湖南省,256,湘潭市,34
948,春天国际影城（万宁华亚欢乐城店）,8629.47,29,海南省,274,海南省直辖县级市,31
949,厦门奥斯卡东方影城,8628.86,55,福建省,241,厦门市,36
950,烟台开发区万达广场店,8625.85,59,山东省,266,烟台市,32
951,幸福蓝海国际影城珠海店,8624.01,34,广东省,243,珠海市,35
952,佛山越界思哲影城三水店,8619.45,45,广东省,248,佛山市,35
953,晋江万达影城SM广场店,8611.7,39,福建省,289,泉州市,30
954,SFC上影影城（世博店）,8609.14,35,上海市,203,上海市,42
955,卢米埃杭州银泰影城,8604.06,33,浙江省,220,杭州市,39
956,卢米埃深圳九方IMAX影城,8584.07,51,广东省,176,深圳市,49
957,北京博纳顺景国际影城（顺义店）,8582.75,54,北京市,197,北京市,44
958,惠州市凯狮国际影城,8576.95,32,广东省,328,惠州市,26
959,丽水市博纳院线影城·丽水银泰城店,8567.65,41,浙江省,298,丽水市,29
960,上海开元地中海影城,8562.05,29,上海市,268,上海市,32
961,南昌华影国际影城,8560.07,37,江西省,322,南昌市,27
962,阳新县维佳银兴国际影城,8553.85,52,湖北省,260,黄石市,33
963,武陟县中影好莱坞影城,8551.96,31,河南省,302,焦作市,28
964,北京耀莱成龙影城（马连道店）,8545.88,40,北京市,260,北京市,33
965,万象影城（贵阳万象汇HALO巨幕店）,8534.21,28,贵州省,193,贵阳市,44
966,广州市星汇电影城天河店,8530.88,57,广东省,348,广州市,25
967,中影国际影城燕郊永旺店,8526.68,46,河北省,286,廊坊市,30
968,阳江市东汇影城,8515.95,47,广东省,292,阳江市,29
969,成都双流万达广场店,8515.45,54,四川省,295,成都市,29
970,SFC上影影城（沭阳店）,8514.46,49,江苏省,281,宿迁市,30
971,金逸影城北京大兴春风里店,8502.99,42,北京市,227,北京市,37
972,绵阳博纳影院,8498.77,59,四川省,263,绵阳市,32
973,南宁南百国际影城,8474.4,89,广西,284,南宁市,30
974,鞍山万达广场店,8473.33,45,辽宁省,282,鞍山市,30
975,沈阳市唯米特影城,8471.0,132,辽宁省,226,沈阳市,37
976,长春市吉视欧亚三环影城,8467.31,43,吉林省,356,长春市,24
977,北京市中影CFR影城望京店,8458.75,54,北京市,219,北京市,39
978,台州万达广场店,8455.91,55,浙江省,245,台州市,35
979,蒙自喜悦国际影城,8454.98,40,云南省,246,红河哈尼族彝族自治州,34
980,营口鲅鱼圈万达广场店,8452.31,63,辽宁省,265,营口市,32
981,南京星轶STARX影城（建邺吾悦广场店）,8446.71,39,江苏省,223,南京市,38
982,大地影院长春這有山,8439.98,31,吉林省,270,长春市,31
983,邵阳骏维影城,8424.04,24,湖南省,313,邵阳市,27
984,西安保利博纳国际影城（朱雀店）,8420.05,35,陕西省,394,西安市,21
985,佛山万达影城乐平嘉洲广场店,8420.0,23,广东省,315,佛山市,27
986,清远万达广场店,8419.42,48,广东省,261,清远市,32
987,CGV影城 无锡八佰伴店,8419.04,41,江苏省,180,无锡市,47
988,SFC上影影城（西安大融城店）,8411.19,42,陕西省,199,西安市,42
989,上海市奉贤区横店电影城,8409.47,41,上海市,221,上海市,38
990,深圳市中影星美国际影城龙岗万科里店,8406.57,35,广东省,225,深圳市,37
991,深圳百丽宫影城南山来福士广场店,8401.99,24,广东省,186,深圳市,45
992,中影国际影城河源JJMALL店,8400.06,27,广东省,290,河源市,29
993,环影天地影城佛山映月湖店,8396.95,60,广东省,241,佛山市,35
994,石家庄长安万达广场店,8390.84,48,河北省,303,石家庄市,28
995,德阳万达广场店,8381.22,60,四川省,261,德阳市,32
996,青岛李沧万达广场店,8381.02,62,山东省,303,青岛市,28
997,武威万达广场店,8365.67,52,甘肃省,227,武威市,37
998,金逸影城天津奥城店,8357.81,41,天津市,321,天津市,26
999,南京星轶影城（保利樾广场钻石店）,8354.24,29,江苏省,252,南京市,33
1000,玉环星轶影城(吾悦广场STARX店),8345.7,30,浙江省,213,台州市,39
